City,Colors Reported,Shape Reported,State,Time
Sparta,,LIGHT,WI,3/7/2009 0:00
Pueblo,,DISK,CO,3/7/2009 12:00
Montauk,,OTHER,NY,3/7/2009 16:14
Raleigh,,RECTANGLE,NC,3/7/2009 17:15
Knoxville,,CYLINDER,TN,3/7/2009 17:30
Gaithersburg,,FORMATION,MD,3/7/2009 18:00
Lynchburg,,FIREBALL,VA,3/7/2009 20:14
Holderness,YELLOW GREEN,,NH,3/7/2009 20:30
Porterville,,FIREBALL,CA,3/7/2009 22:15
Selinsgrove,,LIGHT,PA,3/7/2009 22:15
Salt Lake City,,,UT,3/7/2009 23:45
Minneapolis,,LIGHT,MN,3/8/2009 4:10
Clermont,,VARIOUS,FL,3/8/2009 8:30
Plum Island State Park,,SPHERE,MA,3/8/2009 15:00
Beaverton,,DISK,OR,3/8/2009 19:00
Covington,,LIGHT,GA,3/8/2009 19:00
Wendell,,SPHERE,NC,3/8/2009 19:00
New York City,,LIGHT,NY,3/8/2009 19:30
Jasper,,,TX,3/8/2009 20:00
Wolfforth,,FIREBALL,TX,3/8/2009 22:38
Lusby,,SPHERE,MD,3/9/2009 6:05
Miami,,FLASH,FL,3/9/2009 7:50
Vienna,,FORMATION,VA,3/9/2009 21:15
Tucson,,CYLINDER,AZ,3/10/2009 11:10
Claremont,,LIGHT,CA,3/10/2009 11:20
Falmouth,,OTHER,MA,3/10/2009 19:30
Falmouth,,TRIANGLE,MA,3/10/2009 20:30
Montgomery,,TRIANGLE,NY,3/10/2009 20:50
Pensacola,RED,FIREBALL,FL,3/10/2009 21:45
Newport Beach,,CIRCLE,CA,3/10/2009 21:55
Pensacola,,LIGHT,FL,3/10/2009 23:42
Fitchburg,,TRIANGLE,MA,3/11/2009 0:36
Palo Alto,,FIREBALL,CA,3/11/2009 21:00
Riverton,RED YELLOW GREEN BLUE,CIRCLE,UT,3/12/2009 0:15
Amboy,,LIGHT,CA,3/12/2009 0:25
Hoffman Estates,,FORMATION,IL,3/12/2009 0:45
New Smyrna Beach,,SPHERE,FL,3/12/2009 1:00
New York City,,DIAMOND,NY,3/12/2009 1:30
Westmoreland,,,TN,3/12/2009 6:05
Newport Beach,RED,RECTANGLE,CA,3/12/2009 9:05
Boise,,SPHERE,ID,3/12/2009 16:15
Princeton,,TRIANGLE,NJ,3/12/2009 20:45
New York City,GREEN,LIGHT,NY,3/12/2009 21:00
Grey Summit,RED BLUE,,MO,3/13/2009 0:15
Newtown Square,,FLASH,PA,3/13/2009 5:50
Lenoir,,SPHERE,NC,3/13/2009 13:30
Miami,,SPHERE,FL,3/13/2009 14:05
Miami,,CIGAR,FL,3/13/2009 15:45
Portland,,,ME,3/13/2009 19:00
Murrieta,,CIRCLE,CA,3/13/2009 19:35
Sanford,,TRIANGLE,FL,3/13/2009 20:00
Rayville,,,MO,3/13/2009 21:20
Montecito,,LIGHT,CA,3/14/2009 10:30
Davie,,OTHER,FL,3/14/2009 14:00
Boulder,,LIGHT,CO,3/14/2009 14:15
Chicago,,SPHERE,IL,3/14/2009 15:00
Nokomis,RED,RECTANGLE,FL,3/14/2009 15:30
Riverside,,LIGHT,IL,3/14/2009 18:00
Apache Junction,,LIGHT,AZ,3/14/2009 19:30
Queen Creek,,OTHER,AZ,3/14/2009 19:30
Romeo,,DISK,MI,3/14/2009 19:30
Richfield,,DISK,UT,3/14/2009 20:58
Woodland,,SPHERE,CA,3/14/2009 21:24
Hesperia,RED,LIGHT,CA,3/14/2009 22:30
Indianola,,TRIANGLE,IA,3/14/2009 23:30
Rochester,ORANGE,FIREBALL,NY,3/15/2009 0:30
Bellevue,,OTHER,WA,3/15/2009 1:30
Sedona,,LIGHT,AZ,3/15/2009 5:45
Augusta,RED,LIGHT,ME,3/15/2009 8:23
Findlay,,OVAL,OH,3/15/2009 17:30
Nipomo,,LIGHT,CA,3/15/2009 19:00
Pembroke Pines,,,FL,3/15/2009 19:06
Sunny Isles Beach,,,FL,3/15/2009 19:43
Riverside,BLUE,LIGHT,CA,3/15/2009 19:48
San Luis Obispo,,CIRCLE,CA,3/15/2009 19:58
Angola,,FORMATION,IN,3/15/2009 20:05
Phoenix,,TRIANGLE,AZ,3/15/2009 22:00
Riverhead,YELLOW,OTHER,NY,3/15/2009 22:15
Muscatine,,TRIANGLE,IA,3/15/2009 23:00
Santa Monica,ORANGE,OTHER,CA,3/15/2009 23:30
Oklahoma City,,LIGHT,OK,3/16/2009 1:00
Livingston,,LIGHT,TX,3/16/2009 6:15
Afton,,CIRCLE,MI,3/16/2009 9:00
St. Augustine,,CIRCLE,FL,3/16/2009 14:45
Jackson,,,MI,3/16/2009 20:00
Mokena,RED,CIRCLE,IL,3/16/2009 20:00
Mokena,RED,TRIANGLE,IL,3/16/2009 20:00
Mokena,RED,TRIANGLE,IL,3/16/2009 20:00
Riverview,,,FL,3/16/2009 20:00
Glenwood Springs,RED,FORMATION,CO,3/16/2009 21:00
Yuma,,TRIANGLE,AZ,3/16/2009 21:07
Dunlap,,LIGHT,CA,3/16/2009 21:10
Dubuque,,FORMATION,IA,3/16/2009 21:30
Grand Rapids,,DISK,MI,3/17/2009 0:00
Grand Rapids,,DISK,MI,3/17/2009 0:05
Simi Valley,,TRIANGLE,CA,3/17/2009 11:00
Lakewood,,,CO,3/17/2009 11:42
Long Beach,,VARIOUS,CA,3/17/2009 19:59
Largo,,CIGAR,FL,3/17/2009 20:00
Riverside,,SPHERE,IL,3/17/2009 20:17
Star Lake,,,NY,3/17/2009 20:35
Grays,,FIREBALL,SC,3/17/2009 20:50
Orland,,OVAL,CA,3/17/2009 21:00
Wicomico,ORANGE,CIRCLE,VA,3/17/2009 21:14
Eaton,,LIGHT,OH,3/17/2009 21:16
Lexington,BLUE,OTHER,KY,3/17/2009 23:15
Stanton,,TRIANGLE,KY,3/18/2009 6:45
San Bernardino,,FORMATION,CA,3/18/2009 13:15
Webster City,,LIGHT,IA,3/18/2009 20:13
Eau Claire,ORANGE,LIGHT,WI,3/18/2009 20:30
Lexington,,FORMATION,NC,3/18/2009 22:18
Knoxville,,LIGHT,TN,3/19/2009 1:20
Burlington,,TRIANGLE,CT,3/19/2009 6:15
Waukee,ORANGE,,IA,3/19/2009 6:20
Rapid City,,LIGHT,SD,3/19/2009 12:22
Bandera,,FLASH,TX,3/19/2009 21:00
Loogootee,,FORMATION,IN,3/19/2009 21:00
Valrico,,TRIANGLE,FL,3/19/2009 22:00
Mishawaka,,TRIANGLE,IN,3/19/2009 23:00
Grand Blanc,,TRIANGLE,MI,3/19/2009 23:05
Mason,,TRIANGLE,WV,3/19/2009 23:43
Tacoma,,CIRCLE,WA,3/20/2009 0:00
Tacoma,,CIRCLE,WA,3/20/2009 0:00
Hendersonville,,FIREBALL,NC,3/20/2009 2:30
Chattanooga,,SPHERE,TN,3/20/2009 3:00
Andalusia,,DISK,AL,3/20/2009 3:30
Morganton,,,NC,3/20/2009 5:00
Deming,,OTHER,NM,3/20/2009 10:40
Oak Forest,,SPHERE,IL,3/20/2009 12:00
Butler,,LIGHT,MO,3/20/2009 17:00
Dupont,,SPHERE,WA,3/20/2009 19:00
Seattle,,FORMATION,WA,3/20/2009 21:00
Phoenix,,TRIANGLE,AZ,3/20/2009 21:30
Harrisville,RED GREEN,TRIANGLE,MS,3/20/2009 21:45
Seattle,,TRIANGLE,WA,3/20/2009 22:00
Dardanelle,YELLOW,LIGHT,AR,3/20/2009 22:45
San Francisco,,LIGHT,CA,3/20/2009 23:00
Portland,,LIGHT,OR,3/20/2009 23:30
San Diego,BLUE,CIRCLE,CA,3/21/2009 0:40
Columbus,,,GA,3/21/2009 2:30
Windsor,,VARIOUS,VT,3/21/2009 3:30
Houston,,,TX,3/21/2009 6:36
Carnsville,,FIREBALL,GA,3/21/2009 10:29
Newark,RED ORANGE,LIGHT,OH,3/21/2009 12:00
Majenica,,OTHER,IN,3/21/2009 14:37
Bakersfield,,OVAL,CA,3/21/2009 17:00
Randolph,,SPHERE,NJ,3/21/2009 19:43
Hillsboro,,LIGHT,OR,3/21/2009 20:00
McMurray,,VARIOUS,PA,3/21/2009 20:30
San Diego,,CIRCLE,CA,3/21/2009 22:00
Riverton,,CIRCLE,UT,3/21/2009 23:59
Riverton,,OTHER,UT,3/21/2009 23:59
Wilmington,,CONE,NC,3/22/2009 0:00
Copperas Cove,,TRIANGLE,TX,3/22/2009 11:30
Phoenix,,DISK,AZ,3/22/2009 13:30
Yakima,,VARIOUS,WA,3/22/2009 18:30
Loveland,,CROSS,CO,3/22/2009 19:50
Vestal,,FORMATION,NY,3/22/2009 20:51
Londonderry,,,NH,3/22/2009 21:00
Sault Ste. Marie,,CIRCLE,MI,3/22/2009 21:00
Allentown,,,PA,3/22/2009 23:54
Long Beach,,TRIANGLE,CA,3/23/2009 4:00
Tucson,ORANGE,OVAL,AZ,3/23/2009 8:00
Denver,,LIGHT,CO,3/23/2009 8:30
Morgantown,,DISK,WV,3/23/2009 9:50
South Zanesville,,SPHERE,OH,3/23/2009 10:30
Interstate 8,,FLASH,AZ,3/23/2009 20:00
Surfside Beach,YELLOW,OTHER,SC,3/23/2009 20:00
Fairfield,,,CT,3/23/2009 21:00
Canaan,RED BLUE,CIGAR,NH,3/23/2009 22:00
Jonestown,,FORMATION,PA,3/24/2009 0:00
Coral Springs,,CIRCLE,FL,3/24/2009 4:36
Johnstown,,LIGHT,PA,3/24/2009 6:00
Montevallo,RED,TRIANGLE,AL,3/24/2009 20:26
Oakley,,TRIANGLE,KS,3/24/2009 21:30
Sand Springs,,OTHER,OK,3/24/2009 21:40
La Palma,,LIGHT,CA,3/25/2009 3:43
Cataqua,,TRIANGLE,PA,3/25/2009 8:00
Salem,,FORMATION,VA,3/25/2009 14:00
Medina Lake,,OVAL,TX,3/25/2009 17:00
Seattle,,,WA,3/25/2009 19:00
Payson,,LIGHT,AZ,3/25/2009 19:37
Marina,,FLASH,CA,3/25/2009 22:00
Seattle,,,WA,3/25/2009 22:00
Berkeley,,FORMATION,CA,3/25/2009 22:45
Santa Clara,,,CA,3/26/2009 9:25
Ventura,,FORMATION,CA,3/26/2009 11:00
Streetsboro,,CIRCLE,OH,3/26/2009 20:00
Wilbraham,,OVAL,MA,3/26/2009 21:00
Mills River,,FORMATION,NC,3/26/2009 21:15
Chatsworth,RED,CIRCLE,GA,3/26/2009 21:45
Maple Shade,,,NJ,3/27/2009 5:30
Sierra Vista,,DISK,AZ,3/27/2009 13:30
Glendale,,,AZ,3/27/2009 14:15
Las Vegas,,FORMATION,NV,3/27/2009 21:30
Shelly,RED BLUE,OTHER,MN,3/27/2009 21:40
Perris,,TRIANGLE,CA,3/28/2009 0:00
Roseville,,FORMATION,CA,3/28/2009 2:00
Sacramento,,VARIOUS,CA,3/28/2009 9:28
Columbia,,FIREBALL,SC,3/28/2009 11:45
Los Angeles,,,CA,3/28/2009 17:00
Winston,,FIREBALL,NM,3/28/2009 21:30
East Wenatchee,,CYLINDER,WA,3/28/2009 21:45
Santa Rosa,,,CA,3/28/2009 21:45
Simi Valley,,,CA,3/28/2009 21:45
Sedalia,,TRIANGLE,MO,3/28/2009 23:00
Santa Cruz,,TRIANGLE,CA,3/28/2009 23:10
Sheridan,,FLASH,IN,3/29/2009 9:30
Bradley,,FLASH,IL,3/29/2009 19:45
Royersford,,VARIOUS,PA,3/29/2009 20:00
Wenatchee,,LIGHT,WA,3/29/2009 20:00
Bloomfield,,LIGHT,MO,3/29/2009 21:00
Annapolis,,CIRCLE,MD,3/29/2009 21:40
South Hill,,FIREBALL,VA,3/29/2009 21:44
Richmond,,SPHERE,VA,3/29/2009 21:45
Virginia Beach,BLUE,SPHERE,VA,3/29/2009 21:45
White Lake,GREEN,FIREBALL,NC,3/29/2009 21:45
Virginia Beach,,FIREBALL,VA,3/29/2009 21:50
Astoria,,LIGHT,OR,3/29/2009 22:00
Norfolk,,LIGHT,VA,3/29/2009 22:00
Gila Bend,,SPHERE,AZ,3/30/2009 0:00
Crestwood,,TRIANGLE,IL,3/30/2009 6:00
Kernersville,,RECTANGLE,NC,3/30/2009 7:52
Alton,,CIRCLE,IL,3/30/2009 11:30
Buda,,EGG,TX,3/30/2009 13:55
Connersville,BLUE,OTHER,IN,3/30/2009 19:55
Rockford,,SPHERE,MI,3/30/2009 20:45
Truth or Consequences,,LIGHT,NM,3/30/2009 22:00
Louisville,,TRIANGLE,KY,3/30/2009 23:25
Dudley,,CIRCLE,MA,3/30/2009 23:50
New York City,GREEN,,NY,3/31/2009 0:11
Kramer,,FORMATION,CA,3/31/2009 1:00
Lansing,,LIGHT,MI,3/31/2009 1:25
Tujunga,,FORMATION,CA,3/31/2009 2:00
Perth Amboy,,EGG,NJ,3/31/2009 10:15
Muenster,,EGG,TX,3/31/2009 12:30
Storrs,,LIGHT,CT,3/31/2009 19:50
Mesa,,,AZ,3/31/2009 20:00
Washington,,SPHERE,ME,3/31/2009 20:00
Sacramento,,LIGHT,CA,3/31/2009 22:00
Fairbanks,,LIGHT,AK,3/31/2009 23:00
Boulder,,SPHERE,CO,4/1/2009 1:15
Frankfort,,TRIANGLE,IL,4/1/2009 18:50
Columbia,,,MO,4/1/2009 19:30
Clovis,,FORMATION,CA,4/1/2009 19:37
Apache Junction,,,AZ,4/1/2009 20:00
Frankfort Square,,TRIANGLE,IL,4/1/2009 20:00
Cumming,RED,DISK,GA,4/1/2009 20:24
Gainesville,,VARIOUS,FL,4/1/2009 20:30
Royal Palm Beach,,FORMATION,FL,4/1/2009 21:04
Kosciusko,,TRIANGLE,MS,4/1/2009 23:40
Woodside,,OVAL,NY,4/2/2009 11:30
Jackson,,OTHER,OH,4/2/2009 21:00
McCook,RED,,NE,4/2/2009 21:17
Anahuac,,CYLINDER,TX,4/2/2009 21:30
Stockbridge,,LIGHT,MA,4/2/2009 22:40
Plymouth,,,PA,4/3/2009 0:00
Durham,,DISK,NC,4/3/2009 1:00
Norfolk,,LIGHT,MA,4/3/2009 13:45
Catonsville,,SPHERE,MD,4/3/2009 14:30
Leitchfield,,CIRCLE,KY,4/3/2009 18:00
Inverness,,FIREBALL,FL,4/3/2009 20:30
Sumrall,,SPHERE,MS,4/3/2009 20:30
Saint Augustine Beach,,SPHERE,FL,4/3/2009 21:35
Marietta,,SPHERE,GA,4/4/2009 12:20
Brandenburg,,,KY,4/4/2009 12:32
Bristol,,CIGAR,CT,4/4/2009 15:20
Pilot Rock,,OVAL,NC,4/4/2009 17:00
East Berlin,,OVAL,PA,4/4/2009 18:06
St. Augustine,,LIGHT,FL,4/4/2009 20:00
Flagstaff,ORANGE,LIGHT,AZ,4/4/2009 21:00
Lawrenceville,,SPHERE,GA,4/4/2009 21:20
Cincinnati,ORANGE,LIGHT,OH,4/4/2009 22:05
Oceanside,,LIGHT,CA,4/4/2009 22:30
Horsham,,TRIANGLE,PA,4/4/2009 23:00
Greensboro,,FIREBALL,NC,4/4/2009 23:30
Santa Rosa,,LIGHT,CA,4/4/2009 23:45
Webster,,LIGHT,MN,4/4/2009 23:59
Chesterfield,,,MO,4/5/2009 0:15
Clarksville,RED GREEN,CIGAR,MD,4/5/2009 2:45
Paw Paw,,OVAL,WV,4/5/2009 4:30
Cedar Park,BLUE,DISK,TX,4/5/2009 16:20
Wilmington,,SPHERE,CA,4/5/2009 17:00
Monmouth Beach,RED,LIGHT,NJ,4/5/2009 20:00
Des Moines,BLUE,OVAL,WA,4/5/2009 21:00
Champaign,GREEN,TRIANGLE,IL,4/5/2009 22:08
Pensacola,,TRIANGLE,FL,4/6/2009 1:02
Nashville,,LIGHT,TN,4/6/2009 9:15
Bridgeton,,DISK,MO,4/6/2009 13:15
Indianapolis,,TRIANGLE,IN,4/6/2009 18:10
Clive,,SPHERE,IA,4/6/2009 21:00
Nashville,,OVAL,TN,4/6/2009 21:15
Arlington,RED BLUE,OTHER,WA,4/6/2009 22:30
Carson,,OTHER,CA,4/6/2009 22:30
Austin,,CIRCLE,TX,4/7/2009 0:00
Austin,,,TX,4/7/2009 18:50
Daytona Beach,BLUE,OVAL,FL,4/7/2009 21:01
Vero Beach,GREEN,LIGHT,FL,4/7/2009 21:42
Tampa,GREEN,SPHERE,FL,4/7/2009 21:45
Lorida,,SPHERE,FL,4/7/2009 22:10
Abilene,,TRIANGLE,TX,4/7/2009 22:30
Las Vegas,,FORMATION,NV,4/7/2009 22:30
Jacksonville Beach,,LIGHT,FL,4/7/2009 23:20
Fort Sumner,,LIGHT,NM,4/8/2009 5:00
Oklahoma City,,,OK,4/8/2009 14:50
Fayetteville,,,AR,4/8/2009 20:31
Santa Barbara,,,CA,4/8/2009 21:10
Pawleys Island,ORANGE,,NC,4/8/2009 21:30
Toledo,,CIRCLE,OH,4/8/2009 21:55
Bonita Springs,,DISK,FL,4/8/2009 22:00
Holden Beach,ORANGE,LIGHT,NC,4/8/2009 22:00
St. Davids,,TRIANGLE,PA,4/8/2009 22:50
Mount Vernon,,TRIANGLE,WA,4/9/2009 2:00
Melbrook,,OTHER,NY,4/9/2009 3:20
Charlotte,,CYLINDER,NC,4/9/2009 8:12
Charlotte,BLUE,CYLINDER,NC,4/9/2009 8:12
Lake Worth,,OVAL,FL,4/9/2009 20:13
Pawleys Island,RED,,NC,4/9/2009 20:45
Brainerd,,DISK,MN,4/9/2009 21:30
Calcutta,,CIRCLE,OH,4/9/2009 22:45
New York City,,,NY,4/10/2009 2:23
Orlando,BLUE,LIGHT,FL,4/10/2009 5:50
Everett,,CIRCLE,MA,4/10/2009 8:30
Orlando,,TRIANGLE,FL,4/10/2009 11:34
Lake Charles,,LIGHT,LA,4/10/2009 13:00
Ramsey,,TEARDROP,MN,4/10/2009 21:30
Dunellen,,CIRCLE,NJ,4/10/2009 23:00
Bernallilo,,CONE,NM,4/10/2009 23:50
Baskerville,,LIGHT,VA,4/11/2009 0:00
Countryside,,OTHER,IL,4/11/2009 10:38
Bismarck,,DISK,ND,4/11/2009 11:20
Los Angeles,,TEARDROP,CA,4/12/2009 9:30
Arcadia,,CYLINDER,CA,4/12/2009 10:15
Grand Rapids,,SPHERE,MI,4/13/2009 7:30
San Antonio,,OTHER,TX,4/13/2009 14:00
Franklin,RED GREEN,LIGHT,NJ,4/13/2009 22:00
Shepherd,,TRIANGLE,TX,4/13/2009 22:50
Aubrey,,LIGHT,TX,4/13/2009 23:15
Kansas City,,OVAL,MO,4/14/2009 21:00
Tacoma,,,WA,4/14/2009 22:45
Tulsa,,TRIANGLE,OK,4/15/2009 1:00
Montpelier,,CROSS,ID,4/15/2009 12:00
Tampa,,CIRCLE,FL,4/15/2009 15:51
Jefferson,,EGG,GA,4/15/2009 16:00
Leesport,,DISK,PA,4/15/2009 20:00
Encinitas,RED,SPHERE,CA,4/15/2009 21:09
Eaugalle,,CYLINDER,WI,4/15/2009 21:30
Eaugalle,,DIAMOND,WI,4/15/2009 21:30
Newark,,TRIANGLE,CA,4/15/2009 23:00
Richmond,,LIGHT,VA,4/15/2009 23:00
Hermiston,,TRIANGLE,OR,4/16/2009 2:00
Hampden,,SPHERE,MA,4/16/2009 8:55
Fenton,,CROSS,MI,4/16/2009 11:00
Clarks Summit,RED,,PA,4/16/2009 11:26
Summersville,,CYLINDER,WV,4/16/2009 15:00
St. Augustine,,SPHERE,FL,4/16/2009 17:00
Greenwich,,CYLINDER,CT,4/16/2009 17:25
Triplet,,,NC,4/16/2009 20:30
Somerviller,,SPHERE,MA,4/16/2009 20:53
Las Vegas,,CIGAR,NV,4/16/2009 21:45
Oak Hill,,,OH,4/16/2009 21:45
Toledo,,OTHER,OH,4/16/2009 21:45
Chillicothe,ORANGE,VARIOUS,OH,4/16/2009 21:55
Fremont,,LIGHT,IN,4/16/2009 22:00
Newark,RED,LIGHT,OH,4/16/2009 23:10
Hernando,,RECTANGLE,MS,4/16/2009 23:30
Bossier City,,TRIANGLE,LA,4/17/2009 0:45
Santa Barbara,,TRIANGLE,CA,4/17/2009 0:47
Isla Vista,,TRIANGLE,CA,4/17/2009 1:00
Orono,ORANGE,TRIANGLE,ME,4/17/2009 2:45
Maryville,,LIGHT,TN,4/17/2009 6:22
York,BLUE,LIGHT,PA,4/17/2009 6:30
Wilhoit,,LIGHT,AZ,4/17/2009 11:00
Murrells Inlet,,FLASH,SC,4/17/2009 20:00
Lavalette,,CIRCLE,WV,4/17/2009 21:20
Lake Villa,,RECTANGLE,IL,4/17/2009 21:30
Yakima,,,WA,4/17/2009 21:30
Nashville,,OVAL,NC,4/17/2009 22:35
Falls Church,,CIRCLE,VA,4/17/2009 23:15
Rincon,,TRIANGLE,GA,4/18/2009 0:03
Holland,ORANGE,RECTANGLE,MI,4/18/2009 3:30
Rodanthe,,,NC,4/18/2009 5:00
Wichita,GREEN,TRIANGLE,KS,4/18/2009 15:23
Oxnard,,OTHER,CA,4/18/2009 17:00
El Paso,,OVAL,TX,4/18/2009 19:30
Tucson,,FLASH,AZ,4/18/2009 20:00
Portland,,CHEVRON,OR,4/18/2009 20:13
Holiday,RED,,FL,4/18/2009 20:33
Hemet,,LIGHT,CA,4/18/2009 21:00
Seminole,,TRIANGLE,FL,4/18/2009 21:00
Seminole,,,FL,4/18/2009 22:45
East Lansing,,OVAL,MI,4/19/2009 0:00
Dover,,VARIOUS,DE,4/19/2009 4:00
New Orleans,,RECTANGLE,LA,4/19/2009 5:22
Sulphur Springs,,DISK,TX,4/19/2009 9:00
Manhasset,,TRIANGLE,NY,4/19/2009 9:35
Tucson,,FLASH,AZ,4/19/2009 19:45
Methuen,ORANGE,OVAL,MA,4/19/2009 20:30
Sun Valley,,LIGHT,CA,4/19/2009 20:40
East Derry,RED,TRIANGLE,NH,4/19/2009 20:45
Salamanca,ORANGE,FIREBALL,NY,4/19/2009 20:55
Porterville,,CIRCLE,CA,4/19/2009 21:10
Ontario,ORANGE,CIRCLE,CA,4/19/2009 21:35
Oak Harbor,,,WA,4/19/2009 22:10
Modesto,,LIGHT,CA,4/19/2009 22:30
Campbell,,LIGHT,CA,4/19/2009 22:45
Durham,,TRIANGLE,NC,4/20/2009 0:00
Burlington,,FORMATION,VT,4/20/2009 1:02
Alpharetta,,RECTANGLE,GA,4/20/2009 1:30
Graettinger,,OTHER,IA,4/20/2009 4:55
Grand Prairie,,CIRCLE,TX,4/20/2009 6:00
Houston,,CIGAR,TX,4/20/2009 6:30
Greenwich Township,,CYLINDER,OH,4/20/2009 10:20
Continental Divide,,OTHER,NM,4/20/2009 11:00
Fort Collins,,DISK,CO,4/20/2009 14:00
Waco,,EGG,TX,4/20/2009 15:00
Grand Blanc,,LIGHT,MI,4/20/2009 18:30
Las Cruces,,FIREBALL,NM,4/20/2009 18:35
Tucson,,FLASH,AZ,4/20/2009 19:38
Kennewick,,VARIOUS,WA,4/20/2009 21:00
Harrington,,LIGHT,WA,4/20/2009 21:34
Arlington,RED BLUE,CIRCLE,TX,4/20/2009 22:00
Moses Lake,,OTHER,WA,4/20/2009 23:30
Colorado Springs,,TRIANGLE,CO,4/21/2009 2:05
Shawnee,,CIRCLE,OK,4/21/2009 4:30
Columbia,,LIGHT,MO,4/21/2009 5:30
New York City,,CYLINDER,NY,4/21/2009 9:05
Dunedin,,TRIANGLE,FL,4/21/2009 11:20
Santa Barbara,,SPHERE,CA,4/21/2009 20:15
Wilmington,,TRIANGLE,CA,4/21/2009 20:45
Gaithersburg,,CIRCLE,MD,4/21/2009 21:25
Albuquerque,,TEARDROP,NM,4/21/2009 21:40
El Cajon,,TRIANGLE,CA,4/21/2009 21:40
Embarrass,,LIGHT,MN,4/21/2009 21:40
Long Beach,,LIGHT,CA,4/22/2009 4:30
Brookings,,LIGHT,OR,4/22/2009 5:38
Wausau,RED GREEN,VARIOUS,WI,4/22/2009 10:20
West Chester,,CIGAR,PA,4/22/2009 16:00
West Chester,,CIGAR,PA,4/22/2009 16:00
Radcliff,ORANGE,VARIOUS,KY,4/22/2009 21:00
Saline,,LIGHT,MI,4/22/2009 21:10
Downingtown,,FIREBALL,PA,4/22/2009 21:30
Lagrange,,TRIANGLE,IN,4/22/2009 22:00
Columbus,,SPHERE,OH,4/23/2009 13:45
Cranston,,DISK,RI,4/23/2009 19:10
Las Vegas,ORANGE,,NV,4/23/2009 21:00
Miami,,CIRCLE,FL,4/23/2009 21:00
Lake Charles,,TRIANGLE,LA,4/23/2009 21:05
Shepherdsville,,LIGHT,KY,4/23/2009 21:30
Martinsburg,,DIAMOND,WV,4/23/2009 21:35
Fillmore,,TRIANGLE,IN,4/23/2009 23:24
Scranton,,OVAL,SC,4/24/2009 0:00
Palm Bay,,CIGAR,FL,4/24/2009 0:12
Richmond,,LIGHT,VT,4/24/2009 0:12
Gainesville,RED,TRIANGLE,FL,4/24/2009 2:20
Kent,ORANGE,SPHERE,WA,4/24/2009 4:14
Portland,,SPHERE,ME,4/24/2009 4:58
Hartwell,,OVAL,GA,4/24/2009 6:30
Fox River Grove,,TRIANGLE,IL,4/24/2009 10:30
Arlington,,SPHERE,VA,4/24/2009 17:45
Glendale,,TRIANGLE,AZ,4/24/2009 18:00
Wading River,,FORMATION,NY,4/24/2009 20:00
San Francisco,,FLASH,CA,4/24/2009 21:25
Dubuque,,,IA,4/24/2009 22:19
Baker,,LIGHT,CA,4/24/2009 23:00
Batavia,,TRIANGLE,OH,4/25/2009 1:00
Palm Springs,,CIGAR,CA,4/25/2009 1:30
Hendersonville,,OTHER,TN,4/25/2009 3:20
Columbia,,OVAL,MO,4/25/2009 21:10
Flushing,,DIAMOND,NY,4/25/2009 21:30
Anaheim,,TRIANGLE,CA,4/25/2009 22:45
Beaver Dam,RED GREEN,TEARDROP,AZ,4/25/2009 22:45
Phoenix,,FIREBALL,AZ,4/25/2009 23:00
Bullhead City,,OTHER,AZ,4/25/2009 23:03
Corinth,,DIAMOND,ME,4/26/2009 10:00
New York City,,CIRCLE,NY,4/26/2009 17:00
Davenport,,OTHER,WA,4/26/2009 20:15
Adrian,,TRIANGLE,MI,4/26/2009 21:30
Roseburg,,SPHERE,OR,4/26/2009 22:00
Bellevue,,CIGAR,WA,4/26/2009 22:15
Rome,,CIRCLE,GA,4/27/2009 5:00
Bradford,,OTHER,PA,4/27/2009 15:30
High Point,ORANGE,FIREBALL,NC,4/27/2009 20:18
Denver,,OTHER,CO,4/27/2009 21:00
Easley,,LIGHT,SC,4/27/2009 21:00
Marshall,,LIGHT,NC,4/27/2009 21:44
Tuxedo,,OTHER,NC,4/27/2009 22:30
Shelbyville,,LIGHT,TN,4/27/2009 22:35
High Point,ORANGE,FIREBALL,NC,4/27/2009 23:00
Thomasville,RED,FORMATION,NC,4/28/2009 0:29
St. James,,CIRCLE,NY,4/28/2009 10:00
Crestone,,FIREBALL,CO,4/28/2009 20:30
Hopkinsville,,FIREBALL,KY,4/28/2009 21:45
Phoenix,,LIGHT,AZ,4/28/2009 21:50
Hamlet,,LIGHT,NC,4/28/2009 22:45
Fremont,,FLASH,CA,4/28/2009 22:50
Tucson,,FIREBALL,AZ,4/29/2009 19:20
Seattle,,LIGHT,WA,4/29/2009 20:45
Burlington,ORANGE,LIGHT,VT,4/29/2009 21:00
Los Lunas,,CHEVRON,NM,4/29/2009 22:30
Frisco,,,TX,4/30/2009 9:07
Highland,,CIGAR,IN,4/30/2009 15:00
College Place,,CIGAR,WA,4/30/2009 21:33
Galt,,TRIANGLE,CA,4/30/2009 21:40
Tacoma,,TRIANGLE,WA,4/30/2009 22:45
Anaheim,,SPHERE,CA,4/30/2009 23:00
Houston,,CIRCLE,TX,4/30/2009 23:00
Roseville,,TRIANGLE,MI,5/1/2009 1:40
Route 81,BLUE,OTHER,PA,5/1/2009 2:00
Carson,,SPHERE,MS,5/1/2009 5:10
Greenfield,GREEN,TRIANGLE,IL,5/1/2009 9:00
Monongahela,,DISK,PA,5/1/2009 16:00
